assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
10406547,41152,Heleioporus psammophilus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Heleioporus,psammophilus,,,,"Lee and Main, 1954",Least Concern,,3.1,Stable,Global
10406673,41156,Limnodynastes convexiusculus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,convexiusculus,,,,"(Macleay, 1878)",Least Concern,,3.1,Stable,Global
10406793,41157,Limnodynastes depressus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,depressus,,,,"Tyler, 1976",Least Concern,,3.1,Stable,Global
10406912,41158,Limnodynastes dorsalis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,dorsalis,,,,"(Gray, 1841)",Least Concern,,3.1,Stable,Global
10407072,41159,Limnodynastes dumerilii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,dumerilii,,,,"Peters, 1863",Least Concern,,3.1,Stable,Global
10407242,41160,Limnodynastes fletcheri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,fletcheri,,,,"Boulenger, 1888",Least Concern,,3.1,Stable,Global
10407405,41161,Limnodynastes interioris,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,interioris,,,,"Fry, 1913",Least Concern,,3.1,Stable,Global
10407564,41162,Platyplectrum ornatum,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Platyplectrum,ornatum,,,,"(Gray, 1842)",Least Concern,,3.1,Stable,Global
10407686,41163,Limnodynastes peronii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,peronii,,,,"(Duméril and Bibron, 1841)",Least Concern,,3.1,Increasing,Global
10407840,41164,Limnodynastes salmini,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,salmini,,,,"Steindachner, 1867",Least Concern,,3.1,Stable,Global
10407979,41165,Platyplectrum spenceri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Platyplectrum,spenceri,,,,"(Parker, 1940)",Least Concern,,3.1,Stable,Global
10408098,41166,Limnodynastes tasmaniensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,tasmaniensis,,,,"Günther, 1858",Least Concern,,3.1,Stable,Global
10408236,41167,Limnodynastes terraereginae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,terraereginae,,,,"Fry, 1915",Least Concern,,3.1,Stable,Global
10408369,41169,Metacrinia nichollsi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Metacrinia,nichollsi,,,,"Harrison, 1927",Least Concern,,3.1,Stable,Global
10408607,41170,Mixophyes schevilli,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Mixophyes,schevilli,,,,"Loveridge, 1933",Least Concern,,3.1,Stable,Global
10408765,41177,Neobatrachus pelobatoides,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Neobatrachus,pelobatoides,,,,"(Werner, 1914)",Least Concern,,3.1,Stable,Global
10408895,41178,Neobatrachus pictus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Neobatrachus,pictus,,,,"Peters, 1863",Least Concern,,3.1,Stable,Global
10409027,41179,Neobatrachus sudelli,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Neobatrachus,sudelli,,,,"Lamb, 1911",Least Concern,,3.1,Stable,Global
10409152,41180,Neobatrachus sutor,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Neobatrachus,sutor,,,,"Main, 1957",Least Concern,,3.1,Stable,Global
10409281,41181,Neobatrachus wilsmorei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Neobatrachus,wilsmorei,,,,"(Parker, 1940)",Least Concern,,3.1,Stable,Global
10409412,41182,Notaden bennettii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Notaden,bennettii,,,,"Günther, 1873",Least Concern,,3.1,Stable,Global
10409560,41183,Notaden melanoscaphus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Notaden,melanoscaphus,,,,"Hosmer, 1962",Least Concern,,3.1,Stable,Global
10409680,41184,Notaden nichollsi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Notaden,nichollsi,,,,"Parker, 1940",Least Concern,,3.1,Stable,Global
10409803,41185,Paracrinia haswelli,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Paracrinia,haswelli,,,,"(Fletcher, 1894)",Least Concern,,3.1,Stable,Global
10409956,41186,Pseudophryne coriacea,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Pseudophryne,coriacea,,,,"Keferstein, 1868",Least Concern,,3.1,Stable,Global
10410401,41200,Uperoleia rugosa,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Uperoleia,rugosa,,,,"(Andersson, 1916)",Least Concern,,3.1,Stable,Global
10410810,41201,Uperoleia russelli,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Uperoleia,russelli,,,,"(Loveridge, 1933)",Least Concern,,3.1,Stable,Global
10562361,41777,Pecari tajacu,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,TAYASSUIDAE,Pecari,tajacu,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
10656554,42188,Dama dama,ANIMALIA,CHORDATA,CETARTIODACTYLA,MAMMALIA,CERVIDAE,Dama,dama,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Unknown,Global & Mediterranean
11037468,4615,Chelonia mydas,ANIMALIA,CHORDATA,TESTUDINES,REPTILIA,CHELONIIDAE,Chelonia,mydas,,,,"(Linnaeus, 1758)",Endangered,A2bd,3.1,Decreasing,Global
11107755,4996,Aspidoscelis hyperythra,ANIMALIA,CHORDATA,SQUAMATA,REPTILIA,TEIIDAE,Aspidoscelis,hyperythra,,,,"(Cope, 1863)",Least Concern,,3.1,Decreasing,Global
11127441,54347,Austrochaperina adelphe,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Austrochaperina,adelphe,,,,"(Zweifel, 1985)",Least Concern,,3.1,Stable,Global
11127563,54348,Austrochaperina fryi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Austrochaperina,fryi,,,,"(Zweifel, 1962)",Least Concern,,3.1,Stable,Global
11127691,54349,Austrochaperina gracilipes,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Austrochaperina,gracilipes,,,,"Fry, 1912",Least Concern,,3.1,Stable,Global
11127800,54350,Austrochaperina pluvialis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Austrochaperina,pluvialis,,,,"(Zweifel, 1965)",Least Concern,,3.1,Stable,Global
11127932,54351,Austrochaperina robusta,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Austrochaperina,robusta,,,,"Fry, 1912",Least Concern,,3.1,Stable,Global
11128041,54352,Crinia nimbus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Crinia,nimbus,,,,"Rounsevell, Ziegeler, Brown, Davies and Littlejohn, 1994",Least Concern,,3.1,Stable,Global
11128182,54353,Philoria kundagungan,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Philoria,kundagungan,,,,"(Ingram and Corben, 1975)",Endangered,B1ab(iii),3.1,Decreasing,Global
11128330,54354,Philoria loveridgei,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Philoria,loveridgei,,,,"Parker, 1940",Endangered,B1ab(iii),3.1,Decreasing,Global
11128480,54355,Philoria sphagnicolus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Philoria,sphagnicolus,,,,"(Moore, 1958)",Endangered,B1ab(iii),3.1,Decreasing,Global
11128627,54356,Limnodynastes lignarius,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Limnodynastes,lignarius,,,,"(Tyler, Martin and Davies, 1979)",Least Concern,,3.1,Stable,Global
11155140,54583,Anaxyrus baxteri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Anaxyrus,baxteri,,,,"(Porter, 1964)",Extinct in the Wild,,3.1,Decreasing,Global
11159939,54596,Bufo bufo,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Bufo,bufo,,,,"(Linnaeus, 1758)",Least Concern,,3.1,Stable,Global
11161610,54599,Anaxyrus californicus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Anaxyrus,californicus,,,,"(Camp, 1915)",Endangered,A2ac,3.1,Decreasing,Global
11189148,54709,Anaxyrus microscaphus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,BUFONIDAE,Anaxyrus,microscaphus,,,,"(Cope, 1867)",Least Concern,,3.1,Decreasing,Global
11272584,55286,Acris crepitans,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Acris,crepitans,,,,"Baird, 1854",Least Concern,,3.1,Stable,Global
11317657,55557,Hyla meridionalis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Hyla,meridionalis,,,,"Boettger, 1874",Least Concern,,3.1,Stable,Global
11355677,55718,Litoria daviesae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,PELODRYADIDAE,Litoria,daviesae,,,,"Mahony, Knowles, Foster and Donnellan, 2001",Vulnerable,B1ab(iii),3.1,Decreasing,Global
11372613,55888,Pseudacris brachyphona,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Pseudacris,brachyphona,,,,"(Cope, 1889)",Least Concern,,3.1,Unknown,Global
11376273,55897,Pseudacris regilla,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,HYLIDAE,Pseudacris,regilla,,,,"(Baird &amp; Girard, 1852)",Least Concern,,3.1,Stable,Global
11616481,57381,Philoria pughi,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Philoria,pughi,,,,"Knowles, Mahony, Armstrong and Donnellan, 2004",Endangered,B1ab(iii),3.1,Decreasing,Global
11616712,57382,Philoria richmondensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,LIMNODYNASTIDAE,Philoria,richmondensis,,,,"Knowles, Mahony, Armstrong and Donnelan, 2004",Endangered,B1ab(iii),3.1,Decreasing,Global
11673163,57780,Cophixalus monticola,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Cophixalus,monticola,,,,"Richards, Dennis, Trenberry and Werren, 1994",Endangered,B1ab(v)+2ab(v),3.1,Unknown,Global
11682053,57769,Cophixalus aenigma,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Cophixalus,aenigma,,,,"Hoskin, 2004",Vulnerable,D2,3.1,Stable,Global
11687076,57815,Gastrophryne olivacea,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MICROHYLIDAE,Gastrophryne,olivacea,,,,"(Hallowell, 1857)",Least Concern,,3.1,Stable,Global
11722358,58050,Pseudophryne raveni,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,MYOBATRACHIDAE,Pseudophryne,raveni,,,,"Ingram and Corben, 1994",Least Concern,,3.1,Stable,Global
11786752,58564,Lithobates capito,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,capito,,,,"(LeConte, 1855)",Near Threatened,,3.1,Decreasing,Global
11790570,58584,Rana dalmatina,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Rana,dalmatina,,,,"Bonaparte, 1840",Least Concern,,3.1,Decreasing,Global
11799946,58546,Lithobates areolatus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,areolatus,,,,"(Baird &amp; Girard, 1852)",Near Threatened,,3.1,Decreasing,Global
11804296,58561,Lithobates berlandieri,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,berlandieri,,,,"(Baird, 1859)",Least Concern,,3.1,Stable,Global
11805575,58575,Lithobates chiricahuensis,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,chiricahuensis,,,,"(Platz and Mecham, 1979)",Vulnerable,A2ace,3.1,Decreasing,Global
11810560,58684,Lithobates okaloosae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,okaloosae,,,,"(Moler, 1985)",Vulnerable,D2,3.1,Unknown,Global
11814172,58695,Lithobates pipiens,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,pipiens,,,,"(Schreber, 1782)",Least Concern,,3.1,Decreasing,Global
11825745,58705,Pelophylax ridibundus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Pelophylax,ridibundus,,,,"(Pallas, 1771)",Least Concern,,3.1,Increasing,Global
11828596,58714,Lithobates sevosus,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,sevosus,,,,"(Goin &amp; Netting, 1940)",Critically Endangered,"B1ab(iii,v)+2ab(iii,v); C2a(ii)",3.1,Decreasing,Global
11832982,58731,Lithobates tarahumarae,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,RANIDAE,Lithobates,tarahumarae,,,,"(Boulenger, 1917)",Vulnerable,A3e,3.1,Decreasing,Global
11866541,59079,Dicamptodon copei,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Dicamptodon,copei,,,,"Nussbaum, 1970",Least Concern,,3.1,Stable,Global
11866765,59080,Dicamptodon ensatus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Dicamptodon,ensatus,,,,"(Eschscholtz, 1833)",Near Threatened,,3.1,Unknown,Global
11874606,59045,Spea hammondii,ANIMALIA,CHORDATA,ANURA,AMPHIBIA,SCAPHIOPODIDAE,Spea,hammondii,,,,"(Baird, 1859)",Near Threatened,,3.1,Decreasing,Global
11875949,59053,Ambystoma barbouri,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMBYSTOMATIDAE,Ambystoma,barbouri,,,,"Kraus &amp; Petranka, 1989",Near Threatened,,3.1,Decreasing,Global
11879577,59075,Amphiuma pholeter,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,AMPHIUMIDAE,Amphiuma,pholeter,,,,"Neill, 1964",Near Threatened,,3.1,Decreasing,Global
11879843,59077,Cryptobranchus alleganiensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,CRYPTOBRANCHIDAE,Cryptobranchus,alleganiensis,,,,"(Daudin, 1803)",Near Threatened,,3.1,Decreasing,Global
11884041,59115,Aneides ferreus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aneides,ferreus,,,,"Cope, 1869",Near Threatened,,3.1,Decreasing,Global
11884308,59116,Aneides flavipunctatus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aneides,flavipunctatus,,,,"(Strauch, 1870)",Near Threatened,,3.1,Decreasing,Global
11884541,59117,Aneides hardii,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Aneides,hardii,,,,"(Taylor, 1941)",Least Concern,,3.1,Stable,Global
11885479,59121,Batrachoseps diabolicus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,diabolicus,,,,"Jockusch, Wake and Yanev, 1998",Data Deficient,,3.1,Unknown,Global
11885696,59122,Batrachoseps gabrieli,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,gabrieli,,,,"Wake, 1996",Data Deficient,,3.1,Unknown,Global
11886407,59125,Batrachoseps incognitus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,incognitus,,,,"Jockusch, Yanev and Wake, 2001",Data Deficient,,3.1,Unknown,Global
11886581,59126,Batrachoseps kawia,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,kawia,,,,"Jockusch, Wake and Yanev, 1998",Data Deficient,,3.1,Unknown,Global
11886924,59127,Batrachoseps luciae,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,luciae,,,,"Jockusch, Yanev and Wake, 2001",Least Concern,,3.1,Stable,Global
11887274,59129,Batrachoseps minor,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,minor,,,,"Jockusch, Yanev and Wake, 2001",Data Deficient,,3.1,Unknown,Global
11887448,59131,Batrachoseps pacificus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,pacificus,,,,"(Cope, 1865)",Least Concern,,3.1,Stable,Global
11887539,59132,Batrachoseps regius,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,regius,,,,"Jockusch, Wake and Yanev, 1998",Vulnerable,D2,3.1,Stable,Global
11887623,59133,Batrachoseps robustus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,robustus,,,,"Wake, Yanev and Hansen, 2002",Near Threatened,,3.1,Stable,Global
11887729,59134,Batrachoseps wrighti,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Batrachoseps,wrighti,,,,"(Bishop, 1937)",Vulnerable,B1ab(iii),3.1,Decreasing,Global
11894332,59262,Eurycea chamberlaini,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,chamberlaini,,,,"Harrison &amp; Guttman, 2003",Data Deficient,,3.1,Unknown,Global
11894535,59263,Eurycea chisholmensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,chisholmensis,,,,"Chippindale, Price, Wiens &amp; Hillis, 2000",Vulnerable,D2,3.1,Unknown,Global
11895061,59264,Eurycea cirrigera,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,cirrigera,,,,"(Green, 1818)",Least Concern,,3.1,Stable,Global
11895434,59266,Eurycea junaluska,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,junaluska,,,,"Sever, Dundee &amp; Sullivan, 1976",Vulnerable,D1,3.1,Stable,Global
11895685,59267,Eurycea latitans,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,latitans,,,,"Smith &amp; Potter, 1946",Vulnerable,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
11896000,59278,Eurycea waterlooensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,waterlooensis,,,,"Hillis, Chamberlain, Wilcox &amp; Chippindale, 2001",Vulnerable,D2,3.1,Unknown,Global
11896479,59280,Gyrinophilus gulolineatus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Gyrinophilus,gulolineatus,,,,"Brandon, 1965",Endangered,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
11896704,59281,Gyrinophilus palleucus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Gyrinophilus,palleucus,,,,"McCrady, 1954",Vulnerable,"B2ab(iii,v)",3.1,Decreasing,Global
11897278,59283,Gyrinophilus subterraneus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Gyrinophilus,subterraneus,,,,"Besharse and Holsinger, 1977",Endangered,D,3.1,Unknown,Global
11897536,59284,Eurycea wallacei,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,wallacei,,,,"(Carr, 1939)",Vulnerable,B1ab(iii)+2ab(iii),3.1,Unknown,Global
11905725,59243,Desmognathus aeneus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Desmognathus,aeneus,,,,"Brown &amp; Bishop, 1947",Near Threatened,,3.1,Decreasing,Global
11905977,59245,Desmognathus auriculatus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Desmognathus,auriculatus,,,,"(Holbrook, 1838)",Least Concern,,3.1,Stable,Global
11906316,59248,Desmognathus folkertsi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Desmognathus,folkertsi,,,,"Camp, Tilley, Austin &amp; Marshall, 2002",Data Deficient,,3.1,Unknown,Global
11906400,59249,Desmognathus fuscus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Desmognathus,fuscus,,,,"(Green, 1818)",Least Concern,,3.1,Stable,Global
11906498,59250,Desmognathus imitator,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Desmognathus,imitator,,,,"Dunn, 1927",Least Concern,,3.1,Stable,Global
11906618,59251,Desmognathus marmoratus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Desmognathus,marmoratus,,,,"(Moore, 1899)",Least Concern,,3.1,Stable,Global
11907504,59259,Desmognathus wrighti,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Desmognathus,wrighti,,,,"King, 1936",Least Concern,,3.1,Stable,Global
11907793,59261,Eurycea bislineata,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,bislineata,,,,"(Green, 1818)",Least Concern,,3.1,Stable,Global
11908106,59270,Eurycea multiplicata,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,multiplicata,,,,"(Cope, 1869)",Least Concern,,3.1,Stable,Global
11908207,59271,Eurycea naufragia,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,naufragia,,,,"Chippindale, Price, Wiens &amp; Hillis, 2000",Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
11908327,59272,Eurycea neotenes,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,neotenes,,,,"Bishop &amp; Wright, 1937",Vulnerable,D2,3.1,Unknown,Global
11908424,59273,Eurycea pterophila,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,pterophila,,,,"Burger, Smith &amp; Potter, 1950",Data Deficient,,3.1,Unknown,Global
11908511,59274,Eurycea quadridigitata,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,quadridigitata,,,,"(Holbrook, 1842)",Least Concern,,3.1,Stable,Global
11908615,59275,Eurycea tonkawae,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,tonkawae,,,,"Chippindale, Price, Wiens &amp; Hillis, 2000",Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
11908740,59276,Eurycea troglodytes,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,troglodytes,,,,"Baker, 1957",Data Deficient,,3.1,Unknown,Global
11908828,59277,Eurycea tynerensis,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Eurycea,tynerensis,,,,"Moore &amp; Hughes, 1939",Near Threatened,,3.1,Decreasing,Global
11908996,59360,Plethodon virginia,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,virginia,,,,"Highton, 1999",Near Threatened,,3.1,Unknown,Global
11909428,59363,Plethodon welleri,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,welleri,,,,"Walker, 1931",Endangered,B1ab(iii),3.1,Decreasing,Global
11919274,59330,Plethodon amplus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,amplus,,,,"Highton and Peabody, 2000",Vulnerable,D2,3.1,Unknown,Global
11919466,59332,Plethodon aureolus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,aureolus,,,,"Highton, 1983",Data Deficient,,3.1,Unknown,Global
11919554,59333,Plethodon cheoah,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,cheoah,,,,"Highton and Peabody, 2000",Vulnerable,D2,3.1,Stable,Global
11920133,59339,Plethodon elongatus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,elongatus,,,,"Van Denburgh, 1916",Near Threatened,,3.1,Decreasing,Global
11920582,59343,Plethodon jordani,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,jordani,,,,"Blatchley, 1901",Near Threatened,,3.1,Stable,Global
11920855,59345,Plethodon kiamichi,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,kiamichi,,,,"Highton, 1989",Data Deficient,,3.1,Unknown,Global
11921050,59347,Plethodon meridianus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,meridianus,,,,"Highton and Peabody, 2000",Vulnerable,D2,3.1,Stable,Global
11921872,59350,Plethodon petraeus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,petraeus,,,,"Wynn, Highton and Jacobs, 1988",Vulnerable,D2,3.1,Stable,Global
11921999,59351,Plethodon punctatus,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,punctatus,,,,"Highton, 1971 [1972]",Near Threatened,,3.1,Stable,Global
11922219,59353,Plethodon sequoyah,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,sequoyah,,,,"Highton, 1989",Data Deficient,,3.1,Unknown,Global
11922404,59355,Plethodon shermani,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,PLETHODONTIDAE,Plethodon,shermani,,,,"Stejneger, 1906",Vulnerable,D2,3.1,Stable,Global
11926338,59463,Pleurodeles waltl,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Pleurodeles,waltl,,,,"Michahelles, 1830",Near Threatened,,3.1,Decreasing,Global
11927380,59464,Salamandra algira,ANIMALIA,CHORDATA,CAUDATA,AMPHIBIA,SALAMANDRIDAE,Salamandra,algira,,,,"Bedriaga, 1883",Vulnerable,B1ab(iii)+2ab(iii),3.1,Decreasing,Global
